queue_id,priority,canton_code,bfs_code,municipality,district,degurb2021,canonical_portal_url,platform_family,portal_audit_status,green_unit_hint,search_query_1,search_query_2,acceptance_test
CITY-SG-3408,P0,SG,3408,Uzwil,Wahlkreis Wil,2,,TO_DISCOVER,PENDING,,"""Uzwil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Uzwil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SG-3238,P0,SG,3238,Widnau,Wahlkreis Rheintal,2,,TO_DISCOVER,PENDING,,"""Widnau"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Widnau"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SG-3427,P0,SG,3427,Wil (SG),Wahlkreis Wil,2,,TO_DISCOVER,PENDING,,"""Wil (SG)"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Wil (SG)"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SH-2937,P0,SH,2937,Neuhausen am Rheinfall,Bezirk Schaffhausen,2,,TO_DISCOVER,PENDING,,"""Neuhausen am Rheinfall"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Neuhausen am Rheinfall"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SH-2939,P0,SH,2939,Schaffhausen,Bezirk Schaffhausen,2,https://jobs.stadt-schaffhausen.ch/freie-stellen/,UMANTIS_LINKED,VERIFIED,Grün Schaffhausen,"""Schaffhausen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Schaffhausen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SO-2546,P0,SO,2546,Grenchen,Bezirk Lebern,2,,TO_DISCOVER,PENDING,,"""Grenchen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Grenchen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SO-2581,P0,SO,2581,Olten,Bezirk Olten,2,,TO_DISCOVER,PENDING,,"""Olten"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Olten"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SO-2601,P0,SO,2601,Solothurn,Bezirk Solothurn,2,,TO_DISCOVER,PENDING,,"""Solothurn"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Solothurn"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SO-2534,P0,SO,2534,Zuchwil,Bezirk Wasseramt,2,,TO_DISCOVER,PENDING,,"""Zuchwil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Zuchwil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SZ-1362,P0,SZ,1362,Arth,Bezirk Schwyz,2,,TO_DISCOVER,PENDING,,"""Arth"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Arth"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SZ-1301,P0,SZ,1301,Einsiedeln,Bezirk Einsiedeln,2,,TO_DISCOVER,PENDING,,"""Einsiedeln"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Einsiedeln"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SZ-1322,P0,SZ,1322,Freienbach,Bezirk Höfe,2,,TO_DISCOVER,PENDING,,"""Freienbach"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Freienbach"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SZ-1331,P0,SZ,1331,Küssnacht (SZ),Bezirk Küssnacht (SZ),2,,TO_DISCOVER,PENDING,,"""Küssnacht (SZ)"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Küssnacht (SZ)"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SZ-1344,P0,SZ,1344,Lachen,Bezirk March,2,,TO_DISCOVER,PENDING,,"""Lachen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Lachen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-SZ-1372,P0,SZ,1372,Schwyz,Bezirk Schwyz,2,,TO_DISCOVER,PENDING,,"""Schwyz"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Schwyz"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-TG-4461,P0,TG,4461,Amriswil,Bezirk Arbon,2,,TO_DISCOVER,PENDING,,"""Amriswil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Amriswil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-TG-4401,P0,TG,4401,Arbon,Bezirk Arbon,2,,TO_DISCOVER,PENDING,,"""Arbon"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Arbon"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-TG-4566,P0,TG,4566,Frauenfeld,Bezirk Frauenfeld,2,,TO_DISCOVER,PENDING,,"""Frauenfeld"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Frauenfeld"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-TG-4671,P0,TG,4671,Kreuzlingen,Bezirk Kreuzlingen,1,,TO_DISCOVER,PENDING,,"""Kreuzlingen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Kreuzlingen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-TG-4436,P0,TG,4436,Romanshorn,Bezirk Arbon,2,,TO_DISCOVER,PENDING,,"""Romanshorn"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Romanshorn"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-TG-4946,P0,TG,4946,Weinfelden,Bezirk Weinfelden,2,,TO_DISCOVER,PENDING,,"""Weinfelden"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Weinfelden"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-UR-1201,P0,UR,1201,Altdorf (UR),Kanton Uri,2,,TO_DISCOVER,PENDING,,"""Altdorf (UR)"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Altdorf (UR)"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-VS-6002,P0,VS,6002,Brig-Glis,Bezirk Brig,2,,TO_DISCOVER,PENDING,,"""Brig-Glis"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Brig-Glis"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-VS-6297,P0,VS,6297,Visp,Bezirk Visp,2,,TO_DISCOVER,PENDING,,"""Visp"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Visp"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-VS-6300,P0,VS,6300,Zermatt,Bezirk Visp,2,,TO_DISCOVER,PENDING,,"""Zermatt"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Zermatt"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZG-1701,P0,ZG,1701,Baar,Kanton Zug,1,,TO_DISCOVER,PENDING,,"""Baar"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Baar"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZG-1702,P0,ZG,1702,Cham,Kanton Zug,1,,TO_DISCOVER,PENDING,,"""Cham"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Cham"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZG-1707,P0,ZG,1707,Risch,Kanton Zug,2,,TO_DISCOVER,PENDING,,"""Risch"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Risch"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZG-1708,P0,ZG,1708,Steinhausen,Kanton Zug,1,,TO_DISCOVER,PENDING,,"""Steinhausen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Steinhausen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZG-1711,P0,ZG,1711,Zug,Kanton Zug,1,,TO_DISCOVER,PENDING,,"""Zug"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Zug"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0131,P0,ZH,131,Adliswil,Bezirk Horgen,1,,TO_DISCOVER,PENDING,,"""Adliswil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Adliswil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0002,P0,ZH,2,Affoltern am Albis,Bezirk Affoltern,2,,TO_DISCOVER,PENDING,,"""Affoltern am Albis"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Affoltern am Albis"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0052,P0,ZH,52,Bassersdorf,Bezirk Bülach,1,,TO_DISCOVER,PENDING,,"""Bassersdorf"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Bassersdorf"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0053,P0,ZH,53,Bülach,Bezirk Bülach,2,,TO_DISCOVER,PENDING,,"""Bülach"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Bülach"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0243,P0,ZH,243,Dietikon,Bezirk Dietikon,1,,TO_DISCOVER,PENDING,,"""Dietikon"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Dietikon"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0191,P0,ZH,191,Dübendorf,Bezirk Uster,1,,TO_DISCOVER,PENDING,,"""Dübendorf"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Dübendorf"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0117,P0,ZH,117,Hinwil,Bezirk Hinwil,2,,TO_DISCOVER,PENDING,,"""Hinwil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Hinwil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0295,P0,ZH,295,Horgen,Bezirk Horgen,1,,TO_DISCOVER,PENDING,,"""Horgen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Horgen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0296,P0,ZH,296,Illnau-Effretikon,Bezirk Pfäffikon,2,,TO_DISCOVER,PENDING,,"""Illnau-Effretikon"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Illnau-Effretikon"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0062,P0,ZH,62,Kloten,Bezirk Bülach,1,,TO_DISCOVER,PENDING,,"""Kloten"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Kloten"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0154,P0,ZH,154,Küsnacht (ZH),Bezirk Meilen,1,,TO_DISCOVER,PENDING,,"""Küsnacht (ZH)"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Küsnacht (ZH)"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0156,P0,ZH,156,Meilen,Bezirk Meilen,2,,TO_DISCOVER,PENDING,,"""Meilen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Meilen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0155,P0,ZH,155,Männedorf,Bezirk Meilen,2,,TO_DISCOVER,PENDING,,"""Männedorf"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Männedorf"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0066,P0,ZH,66,Opfikon,Bezirk Bülach,1,,TO_DISCOVER,PENDING,,"""Opfikon"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Opfikon"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0177,P0,ZH,177,Pfäffikon,Bezirk Pfäffikon,2,,TO_DISCOVER,PENDING,,"""Pfäffikon"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Pfäffikon"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0096,P0,ZH,96,Regensdorf,Bezirk Dielsdorf,2,,TO_DISCOVER,PENDING,,"""Regensdorf"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Regensdorf"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0138,P0,ZH,138,Richterswil,Bezirk Horgen,2,,TO_DISCOVER,PENDING,,"""Richterswil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Richterswil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0097,P0,ZH,97,Rümlang,Bezirk Dielsdorf,2,,TO_DISCOVER,PENDING,,"""Rümlang"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Rümlang"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0118,P0,ZH,118,Rüti (ZH),Bezirk Hinwil,2,,TO_DISCOVER,PENDING,,"""Rüti (ZH)"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Rüti (ZH)"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0247,P0,ZH,247,Schlieren,Bezirk Dietikon,1,,TO_DISCOVER,PENDING,,"""Schlieren"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Schlieren"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0158,P0,ZH,158,Stäfa,Bezirk Meilen,2,,TO_DISCOVER,PENDING,,"""Stäfa"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Stäfa"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0141,P0,ZH,141,Thalwil,Bezirk Horgen,1,,TO_DISCOVER,PENDING,,"""Thalwil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Thalwil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0250,P0,ZH,250,Urdorf,Bezirk Dietikon,1,,TO_DISCOVER,PENDING,,"""Urdorf"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Urdorf"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0198,P0,ZH,198,Uster,Bezirk Uster,2,,TO_DISCOVER,PENDING,,"""Uster"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Uster"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0199,P0,ZH,199,Volketswil,Bezirk Uster,2,,TO_DISCOVER,PENDING,,"""Volketswil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Volketswil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0069,P0,ZH,69,Wallisellen,Bezirk Bülach,1,,TO_DISCOVER,PENDING,,"""Wallisellen"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Wallisellen"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0121,P0,ZH,121,Wetzikon (ZH),Bezirk Hinwil,2,,TO_DISCOVER,PENDING,,"""Wetzikon (ZH)"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Wetzikon (ZH)"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0230,P0,ZH,230,Winterthur,Bezirk Winterthur,1,https://jobs.winterthur.ch/,REXX_SYSTEMS,VERIFIED,Stadtgrün Winterthur,"""Winterthur"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Winterthur"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0293,P0,ZH,293,Wädenswil,Bezirk Horgen,2,,TO_DISCOVER,PENDING,,"""Wädenswil"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Wädenswil"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0161,P0,ZH,161,Zollikon,Bezirk Meilen,1,,TO_DISCOVER,PENDING,,"""Zollikon"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Zollikon"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
CITY-ZH-0261,P0,ZH,261,Zürich,Bezirk Zürich,1,https://www.stadt-zuerich.ch/de/politik-und-verwaltung/arbeiten-bei-der-stadt/jobs.html,CITY_SITE_SUCCESSFACTORS_LINKED,VERIFIED,Grün Stadt Zürich,"""Zürich"" (""offene Stellen"" OR Jobs) (Gärtner OR Werkhof OR Grünpflege)","""Zürich"" (Stadtgrün OR Stadtgärtnerei OR Werkhof OR Werkdienst OR Friedhof) Stelle","Localizar portal oficial, plataforma ATS, URL de listado, ID nativo, paginación y términos de automatización."
