universe_id,employer_level,country_code,canton_code,canton_name,bfs_code,employer_name,district,bfs_language_region_code,language_region,statistical_city,degurb2021,priority_tier,expected_green_service_units,canonical_portal_status,canonical_portal_url,portal_platform,verification_status,notes
PUB-CH-BE-MUN-0615,MUNICIPALITY,CH,BE,Bern,615,Gemeinde/Stadt Mirchel,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0437,MUNICIPALITY,CH,BE,Bern,437,Gemeinde/Stadt Mont-Tramelan,Arrondissement administratif Jura bernois,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0544,MUNICIPALITY,CH,BE,Bern,544,Gemeinde/Stadt Moosseedorf,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0356,MUNICIPALITY,CH,BE,Bern,356,Gemeinde/Stadt Muri bei Bern,Verwaltungskreis Bern-Mittelland,1,GERMAN,YES,1,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0742,MUNICIPALITY,CH,BE,Bern,742,Gemeinde/Stadt Mörigen,Verwaltungskreis Biel/Bienne,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0668,MUNICIPALITY,CH,BE,Bern,668,Gemeinde/Stadt Mühleberg,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0546,MUNICIPALITY,CH,BE,Bern,546,Gemeinde/Stadt Münchenbuchsee,Verwaltungskreis Bern-Mittelland,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0669,MUNICIPALITY,CH,BE,Bern,669,Gemeinde/Stadt Münchenwiler,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0616,MUNICIPALITY,CH,BE,Bern,616,Gemeinde/Stadt Münsingen,Verwaltungskreis Bern-Mittelland,1,GERMAN,YES,2,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0498,MUNICIPALITY,CH,BE,Bern,498,Gemeinde/Stadt Müntschemier,Verwaltungskreis Seeland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0670,MUNICIPALITY,CH,BE,Bern,670,Gemeinde/Stadt Neuenegg,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0743,MUNICIPALITY,CH,BE,Bern,743,Gemeinde/Stadt Nidau,Verwaltungskreis Biel/Bienne,1,GERMAN,NO,1,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0981,MUNICIPALITY,CH,BE,Bern,981,Gemeinde/Stadt Niederbipp,Verwaltungskreis Oberaargau,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0617,MUNICIPALITY,CH,BE,Bern,617,Gemeinde/Stadt Niederhünigen,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0877,MUNICIPALITY,CH,BE,Bern,877,Gemeinde/Stadt Niedermuhlern,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0588,MUNICIPALITY,CH,BE,Bern,588,Gemeinde/Stadt Niederried bei Interlaken,Verwaltungskreis Interlaken-Oberhasli,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0982,MUNICIPALITY,CH,BE,Bern,982,Gemeinde/Stadt Niederönz,Verwaltungskreis Oberaargau,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0357,MUNICIPALITY,CH,BE,Bern,357,Gemeinde/Stadt Oberbalm,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0983,MUNICIPALITY,CH,BE,Bern,983,Gemeinde/Stadt Oberbipp,Verwaltungskreis Oberaargau,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0418,MUNICIPALITY,CH,BE,Bern,418,Gemeinde/Stadt Oberburg,Verwaltungskreis Emmental,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0619,MUNICIPALITY,CH,BE,Bern,619,Gemeinde/Stadt Oberdiessbach,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0934,MUNICIPALITY,CH,BE,Bern,934,Gemeinde/Stadt Oberhofen am Thunersee,Verwaltungskreis Thun,1,GERMAN,NO,1,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0629,MUNICIPALITY,CH,BE,Bern,629,Gemeinde/Stadt Oberhünigen,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0935,MUNICIPALITY,CH,BE,Bern,935,Gemeinde/Stadt Oberlangenegg,Verwaltungskreis Thun,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0589,MUNICIPALITY,CH,BE,Bern,589,Gemeinde/Stadt Oberried am Brienzersee,Verwaltungskreis Interlaken-Oberhasli,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0620,MUNICIPALITY,CH,BE,Bern,620,Gemeinde/Stadt Oberthal,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0391,MUNICIPALITY,CH,BE,Bern,391,Gemeinde/Stadt Oberwil bei Büren,Verwaltungskreis Seeland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0766,MUNICIPALITY,CH,BE,Bern,766,Gemeinde/Stadt Oberwil im Simmental,Verwaltungskreis Frutigen-Niedersimmental,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0985,MUNICIPALITY,CH,BE,Bern,985,Gemeinde/Stadt Ochlenberg,Verwaltungskreis Oberaargau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0335,MUNICIPALITY,CH,BE,Bern,335,Gemeinde/Stadt Oeschenbach,Verwaltungskreis Oberaargau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0622,MUNICIPALITY,CH,BE,Bern,622,Gemeinde/Stadt Oppligen,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0744,MUNICIPALITY,CH,BE,Bern,744,Gemeinde/Stadt Orpund,Verwaltungskreis Biel/Bienne,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0363,MUNICIPALITY,CH,BE,Bern,363,Gemeinde/Stadt Ostermundigen,Verwaltungskreis Bern-Mittelland,1,GERMAN,YES,1,P0_CITY,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0392,MUNICIPALITY,CH,BE,Bern,392,Gemeinde/Stadt Pieterlen,Verwaltungskreis Biel/Bienne,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0936,MUNICIPALITY,CH,BE,Bern,936,Gemeinde/Stadt Pohlern,Verwaltungskreis Thun,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0745,MUNICIPALITY,CH,BE,Bern,745,Gemeinde/Stadt Port,Verwaltungskreis Biel/Bienne,1,GERMAN,NO,1,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0309,MUNICIPALITY,CH,BE,Bern,309,Gemeinde/Stadt Radelfingen,Verwaltungskreis Seeland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0310,MUNICIPALITY,CH,BE,Bern,310,Gemeinde/Stadt Rapperswil (BE),Verwaltungskreis Seeland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0715,MUNICIPALITY,CH,BE,Bern,715,Gemeinde/Stadt Rebévelier,Arrondissement administratif Jura bernois,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0567,MUNICIPALITY,CH,BE,Bern,567,Gemeinde/Stadt Reichenbach im Kandertal,Verwaltungskreis Frutigen-Niedersimmental,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0336,MUNICIPALITY,CH,BE,Bern,336,Gemeinde/Stadt Reisiswil,Verwaltungskreis Oberaargau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0767,MUNICIPALITY,CH,BE,Bern,767,Gemeinde/Stadt Reutigen,Verwaltungskreis Thun,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0879,MUNICIPALITY,CH,BE,Bern,879,Gemeinde/Stadt Riggisberg,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0590,MUNICIPALITY,CH,BE,Bern,590,Gemeinde/Stadt Ringgenberg (BE),Verwaltungskreis Interlaken-Oberhasli,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0337,MUNICIPALITY,CH,BE,Bern,337,Gemeinde/Stadt Roggwil (BE),Verwaltungskreis Oberaargau,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0338,MUNICIPALITY,CH,BE,Bern,338,Gemeinde/Stadt Rohrbach,Verwaltungskreis Oberaargau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0339,MUNICIPALITY,CH,BE,Bern,339,Gemeinde/Stadt Rohrbachgraben,Verwaltungskreis Oberaargau,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0623,MUNICIPALITY,CH,BE,Bern,623,Gemeinde/Stadt Rubigen,Verwaltungskreis Bern-Mittelland,1,GERMAN,NO,2,P1_URBAN_OR_INTERMEDIATE,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
PUB-CH-BE-MUN-0421,MUNICIPALITY,CH,BE,Bern,421,Gemeinde/Stadt Rumendingen,Verwaltungskreis Emmental,1,GERMAN,NO,3,P2_RURAL,Stadtgrün;Stadtgärtnerei;Werkhof;Werkdienst;Gemeindebetriebe;Friedhof;Parks;Sportanlagen;Schulanlagen;Forst;Liegenschaften;Strassenunterhalt;Arealpflege;Winterdienst,DISCOVERY_PENDING,,TO_DISCOVER,NOT_YET_AUDITED,"Puede publicar en portal propio, ATS compartido, cantón, Job-Room o agregador público."
